Unique_ID,Strain,CopyNumber
U1630,MBOI-ZM-82-TRPZ260,122
U1630,MCAP-ZM-83-TRPZ267,103
U1630,MHOM-CI-78-TH1-037,103
U1630,MHOM-ET-69-GAMBELA3,101
U1630,MHOM-KE-81-LVH122,187
U1630,MHOM-KE-82-LVH61R,450
U1630,MHOM-KE-82-LVH61R-bis,897
U1630,MHOM-SD-82-BIYAMINA-bis,630
U1630,MHOM-UG-77-KETRI-2355,244
U1630,MHOM-ZM-82-TRPZ186,142
U1630,TRPZ26,138
U1630,UTAT-1-1,111
U1631,AnTat-12-1S,997
U1631,FEO,780
U1631,FEO-AnTat-16-1,709
U1631,MHOM-SD-82-BIYAMINA,657
U1631,MHOM-ZM-80-TRPZ-23,537
U1631,MHOM-ZM-83-TRPZ-349,473
U1631,Rumphi,409
U1631,STIB-851,453
U1631,AnTat-1-1,374
U1631,AnTat-1-1E,404
U1631,AnTat-25-1S,870
U1631,AnTat-34-1-P10,356
U1631,Feo-AnTat-16-1-bis,528
U1631,GMOM-ZM-83-TRPZ323,188
U1631,GPAL-ZM-80-TRPZ13,202
U1631,GPAL-ZM-83-TRPZ320,193
U1631,GTAC-ET-70-GAMBELA4,127
U1631,ITM001,246
U1631,Lister-427,252
U1631,Lister-427-AT1-KO,283
U1631,LIZZARD,453
U1631,LOPEZ,463
U1631,MBOI-ZM-82-TRPZ260,213
U1631,MCAP-ZM-83-TRPZ267,203
U1631,MHOM-CI-78-TH1-037,780
U1631,MHOM-ET-67-GAMBELA1,357
U1631,MHOM-ET-69-GAMBELA3,164
U1631,MHOM-KE-81-LVH122,193
U1631,MHOM-KE-82-LVH61R,421
U1631,MHOM-KE-82-LVH61R-bis,813
U1631,MHOM-SD-82-BIYAMINA-bis,499
U1631,MHOM-UG-77-KETRI-2355,428
U1631,MHOM-ZM-82-TRPZ186,237
U1631,MSUS-CI-82-TSW31-BO1,464
U1631,STIB847,203
U1631,STIB882,173
U1631,STIB883,232
U1631,TRPZ26,235
U1631,UTAT-1-1,404
U1631,YAOUNDE,968
U1632,AnTat-12-1S,109
U1632,GMOM-ZM-83-TRPZ-317,152
U1632,MHOM-SD-82-BIYAMINA,142
U1632,GMOM-ZM-83-TRPZ323,318
U1632,GPAL-ZM-83-TRPZ320,420
U1632,Lister-427,254
U1632,MHOM-KE-82-LVH61R,103
U1632,MHOM-KE-82-LVH61R-bis,245
U1632,MHOM-SD-82-BIYAMINA-bis,133
U1633,AnTat-12-1S,1611
U1633,FEO,1176
U1633,FEO-AnTat-16-1,1044
U1633,GMOM-ZM-83-TRPZ-317,299
U1633,MCAP-CI-91-BALEA-2,141
U1633,MHOM-SD-82-BIYAMINA,1714
U1633,MHOM-ZM-80-TRPZ-23,507
U1633,MHOM-ZM-83-TRPZ-349,896
U1633,MSUS-CI-78-TSW-157,140
U1633,Rumphi,710
U1633,STIB-851,636
U1633,AnTat-1-1,676
U1633,AnTat-1-1E,661
U1633,AnTat-17-1,126
U1633,AnTat-25-1S,1126
U1633,AnTat-34-1-P10,611
U1633,Feo-AnTat-16-1-bis,868
U1633,GMOM-ZM-83-TRPZ323,1788
U1633,GPAL-ZM-80-TRPZ13,638
U1633,GPAL-ZM-83-TRPZ320,2144
U1633,GTAC-ET-70-GAMBELA4,174
U1633,ITM001,394
U1633,Lister-427,1077
U1633,Lister-427-AT1-KO,515
U1633,LIZZARD,946
U1633,LOPEZ,849
U1633,MBOI-ZM-82-TRPZ260,469
U1633,MCAP-ZM-83-TRPZ267,367
U1633,MHOM-CI-78-TH1-037,1415
U1633,MHOM-ET-67-GAMBELA1,612
U1633,MHOM-ET-69-GAMBELA3,658
U1633,MHOM-KE-81-LVH122,478
U1633,MHOM-KE-82-LVH61R,971
U1633,MHOM-KE-82-LVH61R-bis,1838
U1633,MHOM-SD-82-BIYAMINA-bis,1271
U1633,MHOM-UG-77-KETRI-2355,1073
U1633,MHOM-ZM-82-TRPZ186,736
U1633,MKOK-BF-90-KK17,252
U1633,MSUS-CI-78-TSW129-cloneC,153
U1633,MSUS-CI-78-TSW185-cloneA,116
U1633,MSUS-CI-82-TSW31-BO1,729
U1633,STIB847,285
U1633,STIB882,360
U1633,STIB883,314
U1633,TRPZ26,682
U1633,UTAT-1-1,510
U1633,YAOUNDE,1508
U1634,AnTat-12-1S,111
U1635,AnTat-12-1S,121
U1635,LIZZARD,132
U1635,MHOM-KE-82-LVH61R-bis,120
U1636,AnTat-12-1S,827
U1636,FEO,624
U1636,FEO-AnTat-16-1,642
U1636,MHOM-SD-82-BIYAMINA,554
U1636,MHOM-ZM-80-TRPZ-23,465
U1636,MHOM-ZM-83-TRPZ-349,373
U1636,Rumphi,338
U1636,STIB-851,414
U1636,AnTat-1-1,266
U1636,AnTat-1-1E,324
U1636,AnTat-25-1S,669
U1636,AnTat-34-1-P10,274
U1636,Feo-AnTat-16-1-bis,411
U1636,GMOM-ZM-83-TRPZ323,157
U1636,GPAL-ZM-80-TRPZ13,157
U1636,GPAL-ZM-83-TRPZ320,188
U1636,ITM001,156
U1636,Lister-427,231
U1636,Lister-427-AT1-KO,253
U1636,LIZZARD,342
U1636,LOPEZ,380
U1636,MBOI-ZM-82-TRPZ260,152
U1636,MCAP-ZM-83-TRPZ267,154
U1636,MHOM-CI-78-TH1-037,640
U1636,MHOM-ET-67-GAMBELA1,331
U1636,MHOM-ET-69-GAMBELA3,153
U1636,MHOM-KE-81-LVH122,165
U1636,MHOM-KE-82-LVH61R,320
U1636,MHOM-KE-82-LVH61R-bis,594
U1636,MHOM-SD-82-BIYAMINA-bis,402
U1636,MHOM-UG-77-KETRI-2355,377
U1636,MHOM-ZM-82-TRPZ186,206
U1636,MSUS-CI-82-TSW31-BO1,327
U1636,STIB847,150
U1636,STIB882,194
U1636,STIB883,165
U1636,TRPZ26,200
U1636,UTAT-1-1,278
U1636,YAOUNDE,791
U1637,AnTat-12-1S,708
U1637,FEO,500
U1637,FEO-AnTat-16-1,460
U1637,MHOM-SD-82-BIYAMINA,444
U1637,MHOM-ZM-80-TRPZ-23,162
U1637,MHOM-ZM-83-TRPZ-349,350
U1637,Rumphi,197
U1637,STIB-851,234
U1637,AnTat-1-1,140
U1637,AnTat-1-1E,178
U1637,AnTat-25-1S,372
U1637,AnTat-34-1-P10,193
U1637,Feo-AnTat-16-1-bis,339
U1637,GMOM-ZM-83-TRPZ323,407
U1637,GPAL-ZM-80-TRPZ13,217
U1637,GPAL-ZM-83-TRPZ320,438
U1637,GTAC-ET-70-GAMBELA4,102
U1637,Lister-427,327
U1637,Lister-427-AT1-KO,163
U1637,LIZZARD,152
U1637,LOPEZ,278
U1637,MCAP-ZM-83-TRPZ267,126
U1637,MHOM-CI-78-TH1-037,257
U1637,MHOM-ET-67-GAMBELA1,208
U1637,MHOM-ET-69-GAMBELA3,229
U1637,MHOM-KE-81-LVH122,133
U1637,MHOM-KE-82-LVH61R,174
U1637,MHOM-KE-82-LVH61R-bis,429
U1637,MHOM-SD-82-BIYAMINA-bis,310
U1637,MHOM-UG-77-KETRI-2355,305
U1637,MHOM-ZM-82-TRPZ186,128
U1637,MSUS-CI-82-TSW31-BO1,297
U1637,TRPZ26,183
U1637,UTAT-1-1,154
U1637,YAOUNDE,564
U1638,AnTat-12-1S,1332
U1638,FEO,974
U1638,FEO-AnTat-16-1,951
U1638,GMOM-ZM-83-TRPZ-317,180
U1638,MCAP-CI-91-BALEA-2,105
U1638,MHOM-SD-82-BIYAMINA,1499
U1638,MHOM-ZM-80-TRPZ-23,402
U1638,MHOM-ZM-83-TRPZ-349,715
U1638,MSUS-CI-78-TSW-157,112
U1638,Rumphi,593
U1638,STIB-851,558
U1638,AnTat-1-1,553
U1638,AnTat-1-1E,552
U1638,AnTat-25-1S,932
U1638,AnTat-34-1-P10,533
U1638,Feo-AnTat-16-1-bis,641
U1638,GMOM-ZM-83-TRPZ323,1488
U1638,GPAL-ZM-80-TRPZ13,518
U1638,GPAL-ZM-83-TRPZ320,1747
U1638,GTAC-ET-70-GAMBELA4,150
U1638,ITM001,301
U1638,Lister-427,879
U1638,Lister-427-AT1-KO,472
U1638,LIZZARD,773
U1638,LOPEZ,648
U1638,MBOI-ZM-82-TRPZ260,390
U1638,MCAP-ZM-83-TRPZ267,313
U1638,MHOM-CI-78-TH1-037,1049
U1638,MHOM-ET-67-GAMBELA1,513
U1638,MHOM-ET-69-GAMBELA3,573
U1638,MHOM-KE-81-LVH122,372
U1638,MHOM-KE-82-LVH61R,733
U1638,MHOM-KE-82-LVH61R-bis,1487
U1638,MHOM-SD-82-BIYAMINA-bis,1077
U1638,MHOM-UG-77-KETRI-2355,816
U1638,MHOM-ZM-82-TRPZ186,578
U1638,MKOK-BF-90-KK17,176
U1638,MSUS-CI-78-TSW129-cloneC,108
U1638,MSUS-CI-82-TSW31-BO1,611
U1638,STIB847,253
U1638,STIB882,315
U1638,STIB883,241
U1638,TRPZ26,584
U1638,UTAT-1-1,393
U1638,YAOUNDE,1211
U1639,AnTat-12-1S,123
U1640,AnTat-12-1S,217
U1640,GMOM-ZM-83-TRPZ-317,125
U1640,MHOM-SD-82-BIYAMINA,591
U1640,MHOM-ZM-80-TRPZ-23,182
U1640,MHOM-ZM-83-TRPZ-349,220
U1640,STIB-851,200
U1640,AnTat-25-1S,191
U1640,GMOM-ZM-83-TRPZ323,755
U1640,GPAL-ZM-83-TRPZ320,999
U1640,Lister-427,432
U1640,LIZZARD,124
U1640,MHOM-KE-81-LVH122,153
U1640,MHOM-KE-82-LVH61R,374
U1640,MHOM-KE-82-LVH61R-bis,718
U1640,MHOM-SD-82-BIYAMINA-bis,498
U1640,MHOM-UG-77-KETRI-2355,171
U1640,MHOM-ZM-82-TRPZ186,123
U1640,TRPZ26,132
U1641,AnTat-12-1S,112
U1642,AnTat-12-1S,114
U1642,LIZZARD,104
U1643,AnTat-12-1S,969
U1643,FEO,825
U1643,FEO-AnTat-16-1,759
U1643,MHOM-SD-82-BIYAMINA,770
U1643,MHOM-ZM-80-TRPZ-23,544
U1643,MHOM-ZM-83-TRPZ-349,540
U1643,Rumphi,396
U1643,STIB-851,474
U1643,AnTat-1-1,385
U1643,AnTat-1-1E,381
U1643,AnTat-25-1S,940
U1643,AnTat-34-1-P10,365
U1643,Feo-AnTat-16-1-bis,576
U1643,GMOM-ZM-83-TRPZ323,187
U1643,GPAL-ZM-80-TRPZ13,216
U1643,GPAL-ZM-83-TRPZ320,258
U1643,GTAC-ET-70-GAMBELA4,114
U1643,ITM001,247
U1643,Lister-427,247
U1643,Lister-427-AT1-KO,288
U1643,LIZZARD,441
U1643,LOPEZ,434
U1643,MBOI-ZM-82-TRPZ260,194
U1643,MCAP-ZM-83-TRPZ267,180
U1643,MHOM-CI-78-TH1-037,783
U1643,MHOM-ET-67-GAMBELA1,385
U1643,MHOM-ET-69-GAMBELA3,162
U1643,MHOM-KE-81-LVH122,220
U1643,MHOM-KE-82-LVH61R,434
U1643,MHOM-KE-82-LVH61R-bis,870
U1643,MHOM-SD-82-BIYAMINA-bis,542
U1643,MHOM-UG-77-KETRI-2355,405
U1643,MHOM-ZM-82-TRPZ186,242
U1643,MSUS-CI-82-TSW31-BO1,453
U1643,STIB847,202
U1643,STIB882,233
U1643,STIB883,217
U1643,TRPZ26,284
U1643,UTAT-1-1,393
U1643,YAOUNDE,1045
U1644,AnTat-12-1S,124
U1644,GMOM-ZM-83-TRPZ-317,189
U1644,MHOM-SD-82-BIYAMINA,161
U1644,MHOM-ZM-83-TRPZ-349,112
U1644,GMOM-ZM-83-TRPZ323,336
U1644,GPAL-ZM-83-TRPZ320,438
U1644,Lister-427,298
U1644,MHOM-KE-82-LVH61R-bis,241
U1644,MHOM-SD-82-BIYAMINA-bis,118
U1645,AnTat-12-1S,108
U1645,FEO,144
U1645,FEO-AnTat-16-1,118
U1645,MHOM-SD-82-BIYAMINA,102
U1645,Rumphi,112
U1645,AnTat-25-1S,208
U1645,Feo-AnTat-16-1-bis,132
U1645,Lister-427,101
U1645,MHOM-CI-78-TH1-037,111
U1645,YAOUNDE,203
U1646,AnTat-12-1S,732
U1646,FEO,589
U1646,FEO-AnTat-16-1,583
U1646,GMOM-ZM-83-TRPZ-317,107
U1646,MHOM-SD-82-BIYAMINA,555
U1646,MHOM-ZM-80-TRPZ-23,178
U1646,MHOM-ZM-83-TRPZ-349,542
U1646,Rumphi,216
U1646,STIB-851,221
U1646,AnTat-1-1,228
U1646,AnTat-1-1E,244
U1646,AnTat-25-1S,583
U1646,AnTat-34-1-P10,220
U1646,Feo-AnTat-16-1-bis,485
U1646,GMOM-ZM-83-TRPZ323,591
U1646,GPAL-ZM-80-TRPZ13,265
U1646,GPAL-ZM-83-TRPZ320,577
U1646,Lister-427,383
U1646,Lister-427-AT1-KO,170
U1646,LIZZARD,202
U1646,LOPEZ,324
U1646,MCAP-ZM-83-TRPZ267,172
U1646,MHOM-CI-78-TH1-037,330
U1646,MHOM-ET-67-GAMBELA1,243
U1646,MHOM-ET-69-GAMBELA3,262
U1646,MHOM-KE-81-LVH122,177
U1646,MHOM-KE-82-LVH61R,267
U1646,MHOM-KE-82-LVH61R-bis,531
U1646,MHOM-SD-82-BIYAMINA-bis,376
U1646,MHOM-UG-77-KETRI-2355,414
U1646,MHOM-ZM-82-TRPZ186,167
U1646,MSUS-CI-82-TSW31-BO1,368
U1646,TRPZ26,232
U1646,UTAT-1-1,197
U1646,YAOUNDE,725
U1647,AnTat-12-1S,127
U1647,FEO,124
U1647,FEO-AnTat-16-1,107
U1647,MHOM-ZM-83-TRPZ-349,123
U1647,MSUS-CI-78-TSW-157,103
U1647,YAOUNDE,124
U1648,AnTat-12-1S,247
U1648,GMOM-ZM-83-TRPZ-317,204
U1648,MHOM-SD-82-BIYAMINA,807
U1648,MHOM-ZM-80-TRPZ-23,235
U1648,MHOM-ZM-83-TRPZ-349,289
U1648,STIB-851,274
U1648,AnTat-25-1S,249
U1648,GMOM-ZM-83-TRPZ323,1079
U1648,GPAL-ZM-80-TRPZ13,118
U1648,GPAL-ZM-83-TRPZ320,1361
U1648,Lister-427,545
U1648,LIZZARD,165
U1648,LOPEZ,137
U1648,MCAP-ZM-83-TRPZ267,122
U1648,MHOM-CI-78-TH1-037,105
U1648,MHOM-ET-69-GAMBELA3,115
U1648,MHOM-KE-81-LVH122,176
U1648,MHOM-KE-82-LVH61R,473
U1648,MHOM-KE-82-LVH61R-bis,983
U1648,MHOM-SD-82-BIYAMINA-bis,599
U1648,MHOM-UG-77-KETRI-2355,250
U1648,MHOM-ZM-82-TRPZ186,171
U1648,TRPZ26,147
U1648,UTAT-1-1,118
U1649,AnTat-12-1S,124
U1649,MHOM-CI-78-TH1-037,116
U1650,AnTat-12-1S,147
U1650,LIZZARD,143
U1650,MHOM-KE-82-LVH61R-bis,104
U1651,AnTat-12-1S,849
U1651,FEO,682
U1651,FEO-AnTat-16-1,643
U1651,MHOM-SD-82-BIYAMINA,598
U1651,MHOM-ZM-80-TRPZ-23,449
U1651,MHOM-ZM-83-TRPZ-349,356
U1651,Rumphi,354
U1651,STIB-851,400
U1651,AnTat-1-1,370
U1651,AnTat-1-1E,342
U1651,AnTat-25-1S,696
U1651,AnTat-34-1-P10,307
U1651,Etat-1-2R,293
U1651,Feo-AnTat-16-1-bis,491
U1651,GMOM-ZM-83-TRPZ323,161
U1651,GPAL-ZM-80-TRPZ13,163
U1651,GPAL-ZM-83-TRPZ320,217
U1651,GTAC-ET-70-GAMBELA4,105
U1651,ITM001,190
U1651,Lister-427,213
U1651,Lister-427-AT1-KO,289
U1651,LIZZARD,425
U1651,LOPEZ,421
U1651,MBOI-ZM-82-TRPZ260,191
U1651,MCAP-ZM-83-TRPZ267,172
U1651,MHOM-CI-78-TH1-037,715
U1651,MHOM-ET-67-GAMBELA1,326
U1651,MHOM-ET-69-GAMBELA3,134
U1651,MHOM-KE-81-LVH122,174
U1651,MHOM-KE-82-LVH61R,324
U1651,MHOM-KE-82-LVH61R-bis,701
U1651,MHOM-SD-82-BIYAMINA-bis,433
U1651,MHOM-UG-77-KETRI-2355,365
U1651,MHOM-ZM-82-TRPZ186,194
U1651,MSUS-CI-82-TSW31-BO1,395
U1651,STIB847,171
U1651,STIB882,180
U1651,STIB883,171
U1651,TRPZ26,213
U1651,UTAT-1-1,319
U1651,YAOUNDE,818
U1652,AnTat-12-1S,649
U1652,FEO,550
U1652,FEO-AnTat-16-1,517
U1652,MHOM-SD-82-BIYAMINA,462
U1652,MHOM-ZM-80-TRPZ-23,145
U1652,MHOM-ZM-83-TRPZ-349,340
U1652,Rumphi,214
U1652,STIB-851,212
U1652,AnTat-1-1,217
U1652,AnTat-1-1E,200
U1652,AnTat-25-1S,438
U1652,AnTat-34-1-P10,183
U1652,Etat-1-2R,195
U1652,Feo-AnTat-16-1-bis,384
U1652,GMOM-ZM-83-TRPZ323,415
U1652,GPAL-ZM-80-TRPZ13,211
U1652,GPAL-ZM-83-TRPZ320,472
U1652,Lister-427,361
U1652,Lister-427-AT1-KO,156
U1652,LIZZARD,173
U1652,LOPEZ,279
U1652,MCAP-ZM-83-TRPZ267,166
U1652,MHOM-CI-78-TH1-037,257
U1652,MHOM-ET-67-GAMBELA1,196
U1652,MHOM-ET-69-GAMBELA3,228
U1652,MHOM-KE-81-LVH122,150
U1652,MHOM-KE-82-LVH61R,211
U1652,MHOM-KE-82-LVH61R-bis,394
U1652,MHOM-SD-82-BIYAMINA-bis,352
U1652,MHOM-UG-77-KETRI-2355,339
U1652,MHOM-ZM-82-TRPZ186,148
U1652,MSUS-CI-82-TSW31-BO1,272
U1652,TRPZ26,203
U1652,UTAT-1-1,179
U1652,YAOUNDE,604
U1653,AnTat-12-1S,115
U1653,GMOM-ZM-83-TRPZ-317,118
U1653,MHOM-SD-82-BIYAMINA,136
U1653,GMOM-ZM-83-TRPZ323,277
U1653,GPAL-ZM-83-TRPZ320,350
U1653,Lister-427,256
U1653,MHOM-KE-82-LVH61R-bis,192
U1653,MHOM-SD-82-BIYAMINA-bis,108
U1654,AnTat-12-1S,1408
U1654,FEO,1035
U1654,FEO-AnTat-16-1,985
U1654,GMOM-ZM-83-TRPZ-317,261
U1654,MCAP-CI-91-BALEA-2,106
U1654,MHOM-SD-82-BIYAMINA,1483
U1654,MHOM-ZM-80-TRPZ-23,473
U1654,MHOM-ZM-83-TRPZ-349,774
U1654,MSUS-CI-78-TSW-157,117
U1654,Rumphi,661
U1654,STIB-851,574
U1654,AnTat-1-1,562
U1654,AnTat-1-1E,585
U1654,AnTat-17-1,103
U1654,AnTat-25-1S,1017
U1654,AnTat-34-1-P10,531
U1654,Etat-1-2R,367
U1654,Feo-AnTat-16-1-bis,732
U1654,GMOM-ZM-83-TRPZ323,1599
U1654,GPAL-ZM-80-TRPZ13,516
U1654,GPAL-ZM-83-TRPZ320,1972
U1654,GTAC-ET-70-GAMBELA4,157
U1654,ITM001,346
U1654,Lister-427,995
U1654,Lister-427-AT1-KO,470
U1654,LIZZARD,802
U1654,LOPEZ,691
U1654,MBOI-ZM-82-TRPZ260,432
U1654,MCAP-ZM-83-TRPZ267,354
U1654,MHOM-CI-78-TH1-037,1139
U1654,MHOM-ET-67-GAMBELA1,537
U1654,MHOM-ET-69-GAMBELA3,523
U1654,MHOM-KE-81-LVH122,392
U1654,MHOM-KE-82-LVH61R,856
U1654,MHOM-KE-82-LVH61R-bis,1506
U1654,MHOM-SD-82-BIYAMINA-bis,1101
U1654,MHOM-UG-77-KETRI-2355,896
U1654,MHOM-ZM-82-TRPZ186,688
U1654,MKOK-BF-90-KK17,179
U1654,MSUS-CI-78-TSW129-cloneC,128
U1654,MSUS-CI-78-TSW185-cloneA,102
U1654,MSUS-CI-82-TSW31-BO1,596
U1654,STIB847,243
U1654,STIB882,297
U1654,STIB883,253
U1654,TRPZ26,651
U1654,UTAT-1-1,428
U1654,YAOUNDE,1295
U1655,AnTat-12-1S,116
U1655,FEO,118
U1655,FEO-AnTat-16-1,114
U1655,YAOUNDE,116
U1656,AnTat-12-1S,118
U1656,LIZZARD,128
U1657,AnTat-12-1S,218
U1657,GMOM-ZM-83-TRPZ-317,121
U1657,MHOM-SD-82-BIYAMINA,675
U1657,MHOM-ZM-80-TRPZ-23,177
U1657,MHOM-ZM-83-TRPZ-349,195
U1657,STIB-851,227
U1657,AnTat-25-1S,206
U1657,GMOM-ZM-83-TRPZ323,833
U1657,GPAL-ZM-83-TRPZ320,1102
U1657,Lister-427,484
U1657,LIZZARD,124
U1657,MBOI-ZM-82-TRPZ260,115
U1657,MHOM-KE-81-LVH122,146
U1657,MHOM-KE-82-LVH61R,393
U1657,MHOM-KE-82-LVH61R-bis,769
U1657,MHOM-SD-82-BIYAMINA-bis,529
U1657,MHOM-UG-77-KETRI-2355,225
U1657,MHOM-ZM-82-TRPZ186,146
U1657,TRPZ26,133
U1658,AnTat-12-1S,1205
U1658,FEO,1132
U1658,FEO-AnTat-16-1,978
U1658,MHOM-SD-82-BIYAMINA,947
U1658,MHOM-ZM-80-TRPZ-23,731
U1658,MHOM-ZM-83-TRPZ-349,643
U1658,Rumphi,559
U1658,STIB-851,676
U1658,AnTat-1-1,584
U1658,AnTat-1-1E,487
U1658,AnTat-25-1S,1259
U1658,AnTat-34-1-P10,531
U1658,Etat-1-2R,300
U1658,Feo-AnTat-16-1-bis,808
U1658,GMOM-ZM-83-TRPZ323,256
U1658,GPAL-ZM-80-TRPZ13,282
U1658,GPAL-ZM-83-TRPZ320,324
U1658,GTAC-ET-70-GAMBELA4,163
U1658,ITM001,350
U1658,Lister-427,326
U1658,Lister-427-AT1-KO,409
U1658,LIZZARD,631
U1658,LOPEZ,591
U1658,MBOI-ZM-82-TRPZ260,282
U1658,MCAP-ZM-83-TRPZ267,265
U1658,MHOM-CI-78-TH1-037,1156
U1658,MHOM-ET-67-GAMBELA1,500
U1658,MHOM-ET-69-GAMBELA3,265
U1658,MHOM-KE-81-LVH122,316
U1658,MHOM-KE-82-LVH61R,651
U1658,MHOM-KE-82-LVH61R-bis,1159
U1658,MHOM-SD-82-BIYAMINA-bis,794
U1658,MHOM-UG-77-KETRI-2355,600
U1658,MHOM-ZM-82-TRPZ186,344
U1658,MSUS-CI-82-TSW31-BO1,618
U1658,STIB847,306
U1658,STIB882,316
U1658,STIB883,306
U1658,TRPZ26,340
U1658,UTAT-1-1,529
U1658,YAOUNDE,1438
U1659,AnTat-12-1S,963
U1659,FEO,854
U1659,FEO-AnTat-16-1,775
U1659,GMOM-ZM-83-TRPZ-317,127
U1659,MHOM-SD-82-BIYAMINA,669
U1659,MHOM-ZM-80-TRPZ-23,207
U1659,MHOM-ZM-83-TRPZ-349,569
U1659,Rumphi,293
U1659,STIB-851,336
U1659,AnTat-1-1,309
U1659,AnTat-1-1E,329
U1659,AnTat-25-1S,713
U1659,AnTat-34-1-P10,320
U1659,Etat-1-2R,221
U1659,Feo-AnTat-16-1-bis,663
U1659,GMOM-ZM-83-TRPZ323,738
U1659,GPAL-ZM-80-TRPZ13,370
U1659,GPAL-ZM-83-TRPZ320,763
U1659,GTAC-ET-70-GAMBELA4,153
U1659,ITM001,145
U1659,Lister-427,558
U1659,Lister-427-AT1-KO,261
U1659,LIZZARD,280
U1659,LOPEZ,434
U1659,MBOI-ZM-82-TRPZ260,137
U1659,MCAP-ZM-83-TRPZ267,252
U1659,MHOM-CI-78-TH1-037,438
U1659,MHOM-ET-67-GAMBELA1,265
U1659,MHOM-ET-69-GAMBELA3,347
U1659,MHOM-KE-81-LVH122,291
U1659,MHOM-KE-82-LVH61R,370
U1659,MHOM-KE-82-LVH61R-bis,704
U1659,MHOM-SD-82-BIYAMINA-bis,524
U1659,MHOM-UG-77-KETRI-2355,488
U1659,MHOM-ZM-82-TRPZ186,265
U1659,MSUS-CI-82-TSW31-BO1,478
U1659,STIB882,124
U1659,TRPZ26,267
U1659,UTAT-1-1,262
U1659,YAOUNDE,1037
U1660,AnTat-12-1S,168
U1660,MHOM-SD-82-BIYAMINA,111
U1660,GMOM-ZM-83-TRPZ323,105
U1660,LIZZARD,164
U1660,LOPEZ,105
U1660,MHOM-KE-82-LVH61R-bis,163
U1661,AnTat-12-1S,161
U1661,GMOM-ZM-83-TRPZ-317,175
U1661,MHOM-SD-82-BIYAMINA,176
U1661,GMOM-ZM-83-TRPZ323,449
U1661,GPAL-ZM-83-TRPZ320,662
U1661,Lister-427,417
U1661,MHOM-KE-82-LVH61R,163
U1661,MHOM-KE-82-LVH61R-bis,303
U1661,MHOM-SD-82-BIYAMINA-bis,167
U1661,MHOM-UG-77-KETRI-2355,138
U1662,AnTat-12-1S,145
U1662,FEO,169
U1662,FEO-AnTat-16-1,152
U1662,MHOM-ZM-83-TRPZ-349,113
U1662,MSUS-CI-78-TSW-157,132
U1662,Feo-AnTat-16-1-bis,107
U1662,YAOUNDE,176
U1663,AnTat-12-1S,130
U1663,AnTat-25-1S,130
U1664,AnTat-12-1S,171
U1664,MHOM-CI-78-TH1-037,129
U1664,UTAT-1-1,104
U1665,AnTat-12-1S,102
U1665,MHOM-SD-82-BIYAMINA,107
U1665,MHOM-KE-82-LVH61R-bis,134
U1666,AnTat-12-1S,112
U1667,AnTat-12-1S,320
U1667,GMOM-ZM-83-TRPZ-317,192
U1667,MHOM-SD-82-BIYAMINA,992
U1667,MHOM-ZM-80-TRPZ-23,277
U1667,MHOM-ZM-83-TRPZ-349,331
U1667,Rumphi,118
U1667,STIB-851,341
U1667,AnTat-1-1,153
U1667,AnTat-1-1E,120
U1667,AnTat-25-1S,367
U1667,AnTat-34-1-P10,125
U1667,GMOM-ZM-83-TRPZ323,1365
U1667,GPAL-ZM-80-TRPZ13,143
U1667,GPAL-ZM-83-TRPZ320,1822
U1667,ITM001,124
U1667,Lister-427,787
U1667,LIZZARD,206
U1667,LOPEZ,170
U1667,MBOI-ZM-82-TRPZ260,166
U1667,MCAP-ZM-83-TRPZ267,160
U1667,MHOM-CI-78-TH1-037,145
U1667,MHOM-ET-69-GAMBELA3,135
U1667,MHOM-KE-81-LVH122,244
U1667,MHOM-KE-82-LVH61R,690
U1667,MHOM-KE-82-LVH61R-bis,1297
U1667,MHOM-SD-82-BIYAMINA-bis,859
U1667,MHOM-UG-77-KETRI-2355,355
U1667,MHOM-ZM-82-TRPZ186,237
U1667,STIB847,108
U1667,STIB882,115
U1667,STIB883,104
U1667,TRPZ26,171
U1667,UTAT-1-1,140
U1668,AnTat-12-1S,135
U1668,FEO,200
U1668,FEO-AnTat-16-1,164
U1668,MHOM-SD-82-BIYAMINA,112
U1668,MHOM-ZM-80-TRPZ-23,146
U1668,Rumphi,156
U1668,AnTat-25-1S,268
U1668,Feo-AnTat-16-1-bis,169
U1668,Lister-427,159
U1668,MHOM-CI-78-TH1-037,166
U1668,MHOM-KE-82-LVH61R-bis,166
U1668,MHOM-SD-82-BIYAMINA-bis,120
U1668,MHOM-ZM-82-TRPZ186,126
U1668,YAOUNDE,267
U1669,AnTat-12-1S,105
U1669,FEO,138
U1669,FEO-AnTat-16-1,138
U1669,MHOM-ZM-80-TRPZ-23,103
U1669,Rumphi,115
U1669,AnTat-25-1S,174
U1669,Feo-AnTat-16-1-bis,113
U1669,Lister-427,110
U1669,MHOM-CI-78-TH1-037,101
U1669,YAOUNDE,174
U1670,AnTat-12-1S,788
U1670,FEO,589
U1670,FEO-AnTat-16-1,588
U1670,MHOM-SD-82-BIYAMINA,533
U1670,MHOM-ZM-80-TRPZ-23,160
U1670,MHOM-ZM-83-TRPZ-349,378
U1670,Rumphi,201
U1670,STIB-851,244
U1670,AnTat-1-1,190
U1670,AnTat-1-1E,222
U1670,AnTat-25-1S,466
U1670,AnTat-34-1-P10,229
U1670,Etat-1-2R,137
